id,review
206647,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/spectre-spoiler-free-review
""Spectre fails to reach the tremendous potential of its intriguing narrative and fascinating antagonist but Sam Mendes still pulls off a decent James Bond flick.
The screenplay raises significant issues with an incredibly dull subplot that deeply affects the pacing of a bloated runtime. In addition to this Christoph Waltz's lack of impactful screentime is disappointing to say the least despite a brilliant performance from the actor.
Fortunately the jaw-dropping action set pieces elevate... read the rest."
206647,"Now that Dame Judi has shaken her off her cinematic mortal coil the new ""M"" (Ralph Fiennes) is facing increasing pressure from whizzkid ""C"" (Andrew Scott) to shut down the 007 programme and rely on an international computer generated system of intelligence gathering. Needless to say ""007"" (Daniel Craig) has his doubts about this and after a manhunt to Rome (via Mexico) that must have cost billions he alights on an exclusive gathering of the criminal great and good working for the eponymous organisation. Along the way he manages to enlist ""Q"" (Ben Whishaw) and ""Moneypenny"" (Naomie Harris)... read the rest."
206647,"The word ""convoluted"" comes to mind as does the word ""unwatchable""
By the time Spectre came out I was honestly sick of Daniel Craig's James Bond hates being James Bond depiction. And now I've come to really despise him I mean Moore used to be my least favorite Bond and I like him so much more than Craig.
But... the script was kind of all over the place. I think they were trying to do twists and turns but they were stuck under steering with each turn so all the twists they tried to throw at you never really worked. It ended up feeling like they were trying to be confusing for the sak... read the rest."
206647,"Spectre has plenty of style class action and spectacular moments but the film lacks the passion and zeal of Casino Royale or Skyfall.
After the incredible bombastic success of Skyfall the return of Sam Mendes and the announcement of Christoph Waltz as the villain expectations skyrocketed to ridiculous heights. Unfortunately these expectations climbed too high for Spectre to meet. While the story did a decent job of trying to tie all the Craig Bond films together and introduce a new supreme criminal mastermind it didn't fully satisfy or carry the weight it intended. There were som... read the rest."
206647,Spectre has an introspect into what is wrong with modern Bond movies. Namely that they don't work because 007 is about action exotic sceneries cinematic brilliance beautiful women gadgets that go wrong or right and most of all the wit and charm and atmosphere. I'm not sure when the forma should have changed from exciting to dull probably around 1995 but it changed before that year. And it should have changed in a productive and interesting way. Instead it changed to just total dullness with not one good aspect. The motivation of characters other than 007 is total zero in credibil... read the rest.
49026,"I felt like this was a tremendous end to Nolan's Batman trilogy. The Dark Knight Rises may very well have been the weakest of all 3 films but when you're talking about a scale of this magnitude it still makes this one of the best movies I've seen in the past few years.
I expected a little more Batman than we got (especially with a runtime of 2:45) but while the story around the fall of Bruce Wayne and Gotham City was good I didn't find it amazing. This might be in fact one of my only criticisms—it was a long movie but still maybe too short for the story I felt was really being told. I f... read the rest."
49026,"I personally thought this film is on par if not better than the Dark Knight.
Whilst some think the film is too long for the story I didn't find this. The length of the film is longer than some (but doesn't feel it) I liked that the film took it's time rather than shoving more elements in it - I think this contributed to the dramatic ending (much like a classical piece of music will be relaxed and calm before the final crescendo).
At the end of the day whether you like this film will boil down to if you like films Christopher Nolan has directed and/or you like the Christopher Nolan Batman... read the rest."
49026,The Dark Knight Rises is one of the best movies to come out in 2012. The story compels you to watch it time and time again. It also has I of I my opinion the best bad guys in any movie Bane! Batman was well played as all ways and the cast where well selected. I think this movie is the best batman to see the light of day or the darkest nights (pun intended).
49026,No doubt that the movie is one of the best movies of this era. The film doesn't lack in whatever it try to do.It has Simple narration with extraordinary DirectionActingMusicCinematography and a lot of qualities. Christian Bale is supremely entertaining for sure. The person behind the scenes is actually the real core creater of the film yes! The Director Christopher Nolan ❤ . The film ofcorse completes with philosophical quality loaded with Lots of Sacrifices. This one is the one you surely can't afford to miss. Go watch The Dark Knight.Go now.
49026,While it's clearly not as superlative as its famous predecessor it's simply because of both Heath Ledger's outstanding and Oscar-winning performance and the character of the Joker's etching in our collective unconscious as the greatest comic-book villain ever created (with Lex Luthor a very distant second place). This is still a masterwork and is an excellent coda to the finest filmic trilogy ever made. As great as Christopher Nolan is as a director and as fine a film as 'Interstellar' is I really don't know if he'll ever be able to top his work here on these three films. But I for one... read the rest.
49026,"So here we have it. The end of a trilogy the end of an era of the universe of Batman through the eyes of Christopher Nolan. And baby it goes out with a bang...
Going into the theatre tonight I actually wasn't sure what I was up for. I loved Batman Begins but I didn't actually care that much for The Dark Knight. So the big question was will TDKR actually be more like the first or the second film? The answer is: neither.
This third instalment of the Nolan-franchise carries its weight all on its own merits. Despite the lack of any kind of intro or opening credits there actually is plent... read the rest."
49026,"Batman was one of my childhood heroes from the Comic magazines even though the Swedish plonkers in their infinite stupidity had renamed him to something as ridiculous “Läderlappen” which basically translates into “patch of leather”.
Thus when Christopher Nolan brought us Batman Begins and steered away from the ridiculous comic shows that the previous batman movies (except the first one) had turned into I was thrilled. Unfortunately I was equally disappointed with this one.
I think the title of the movie is quite misleading since Batman isn’t exactly rising at all but rather sinking. If... read the rest."
49026,"""And when it is done and Gotham is in ashes then you have my permission to die."" - Bane the Dark Knight Rises.
An epic amazing end to the Dark Knight trilogy with great acting numerous complex subplots a creepy villain amazing action scenes and a heart-thumping score. I really love this film and consider it one of Nolan's better works and I wish more people on the Internet would start giving it more respect.
Oh also I really don't care about the small plot holes like the magic mechanical leg and Bruce appearing in Gotham when he was at the desert shortly before - do you really... read the rest."
49026,"Even though the plot feels messier than the previous two installments one cannot resist a smile after the unexpected twist and final scenes which make ‘The Dark Knight Rises’ a worthy final chapter of Nolan's epical trilogy.
9/10"
49026,"Tom Hardy is superb in this denouement to Christopher Nolan's ""Batman"" trilogy. His depiction of the clever and malevolent ""Bane"" is intricate and terrifying in equal measure. Christian Bale also has the role very much under control now as he joins forces with his old pal ""Gordon"" (Gary Oldman) and jewel thief turned ""Catwoman"" (Anne Hathaway) to rise to his biggest challenge yet... What's great about this film is that is ties up all of the loose ends from the first two; it dots some i's and crosses the t's as the story neatly and frequently quite subtly introduces new threads to an old suit... read the rest."
49529,Totally forgettable and full of stereotypes
49529,"Edgar Rice Burroughs wrote his series of John Carter novels before space flight was more than a fancy. This movie is more adventure and romance and very little (if any) actual science.
This movie is the best production of A Princess of Mars the first story in the series that I've seen.
If you're a fan of the John Carter novels then you will probably get some enjoyment from John Carter. While there are some differences you'll meet some familiar characters and recognize quite a few relevant plot points.
Not a great film but not a bad one either."
49529,"We sat down and watched this movie on Blu-ray yesterday evening to nicely end our little excursion day. This is a good film but it could have been (much) better.
The film itself and its special effects are quite good. I would say that the special effects are very good. The airships are very cool looking. The design nicely captures the retro atmosphere of the book without looking silly. I think they made the green men too slim though. I have always pictured them as way more bulky and monstrous. I like Woola’s appearance although him moving around at “supersonic” speeds is a bit over the top.... read the rest."
49529,"Unfulfilled potential still narrowly liked it.
'John Carter' can feel underdeveloped and underwhelming you could even argue it aimed to replicate 'Avatar' but there's enough there that allowed me to find a fair amount of enjoyment.
Taylor Kitsch is alright I rate him but a more convincing lead performance was necessary in my opinion. The rest of the cast despite some well known names fail to deliver anything noteworthy. Willem Dafoe works as Tars Tarkas though only due to his distinctive voice; none of his dialogue etc. stand outs. The likes Samantha Morton Mark... read the rest."
49529,"Dad raised us on what he lovingly called ""Pulp Trash Novels"" and that carried over to adult life where they are proudly displayed along side academic books. Actually they take the top shelf.
So walking into this I was scared and unfortunately I had every right to be.
Now I am fine with artistic licenses I wasn't expecting it to be exactly like any of the books.
But I was expecting it to at least follow the source material a little something more than just the names. In short I was expecting a John Carter movie in more than just name only.
And frankly this didn't even feel like... read the rest."
559,"After the success of the first two Spider-Man films Spider-Man 3 represents Sam Raimi's inability to overcome the biggest hurdle of a third movie a hurdle that Alien 3 The Godfather Part 3 RoboCop 3 and the list goes on could not: studio interference.
Although I wish that would be the only thing wrong with Spider-Man 3. But almost every storytelling decision - from the creation of Sandman to Peter instantly falling in love with his new costume to that thing that was never actually called Venom - is just plain stupid. Right from the get go you hate Peter Parker.
Studio interference di... read the rest."
559,"This movie is about Spidey's revenge and transformation to bad Spidey. It has a dark feel to it that I found one of the most appealing factors to this movie. Because we've all gotten used to Peter Parker being ""your friendly neighborhood Spider-Man” having him turn to the dark side for some time and watch him get out of it was a whole new experience."
559,"Tobey Maguire makes such a great Spider-Man hands down. We've seen him at his best but in this movie we saw him at his worst and although I must say I wasn't that big of a fan of how cheesy he looked with that emo cut it was still enjoyable for me watching him beat the ""venom"" out of him."
559,So much emotion in this movie! What a way to end a trilogy!
559,The third and final film to one of the few trilogies we have that are actually good. Tobey surely gave a whole new meaning to Spider-Man and set the bar high for the other Spider-Man movies that came out.
559,I know this is supposed to have a darker tone than the normal Spider-Man movies we see but I found it more comedic to see Peter take on an entirely new character. Loved it though!
559,My wife isn't that big of a superhero fanatic but after watching this whole trilogy with me I can say that she's still not a superhero fan! Still I know she was able to enjoy the movie and how the creators told the story.
559,It still puzzles me to this day why this felt like two movies crammed into one.
559,Now that I think about it this film just had too much going on. Compared to the first two which were both hyper-focused on just one storyline Spider Man 3 lacked that distinct characteristic which I know most of us will agree on.
559,Out of all the Tobey Maguire Spider Man films this one had the best effects. But with that the overall quality of the movie in terms of the plot greatly decreased. I wish they would've stuck with the same strategies they had for the first two films.
38757,"Tangled main characters really remember Aladdin's. The chameleon character could have been more juicy and it also repeats with stubborn determination Disney's intent of making any other animal to behave like dogs.
All in all it is a stereotypical Disney movie that nails the template but it does it so well that it is also really entertaining. In addition they get to add some of the fresh characteristics brought by Shrek to the scene."
38757,"Been wanting to watch this movie for quite some time. But then I wasn't sure if I really wanted to watch this or not because it might be just like Frog Prince (which I haven't seen completely yet). Even if I was tired (slept late the night before and woke up early when we got a phone call that Matt and Toby will come over to play Wii) and I didn't have money anymore I wanted to watch this movie just to keep Matt entertained.
I wasn't disappointed. I really like this movie. It was like a classic Disney movie: a Princess her prince charming animal sidekick and the best of all MUSIC! I lik... read the rest."
38757,"An enjoyable tale about Rapunzel.
'Tangled' kicks off Disney's animated releases for the 2010s in very strong fashion. It's nicely created with fun characters and a hearty storyline. It actually sets a lot of the foundations that 2013's 'Frozen' uses there's a fair amount of similarities between the two.
Mandy Moore does a terrific job in the lead role she's brings an energetic edge to the character alongside good humour. Zachary Levi (Flynn) and Donna Murphy (Mother Gothel) are more than decent in their respective parts. You also have the amusing (non-speaking) Maxim... read the rest."
38757,Might be my favorite Disney movie. My girls love it and the hidden relationship metaphors are fun for adults to figure out.
99861,There is a lot going on in this movie but it all just seemed kind of pointless and dull to me. Every now and then there would be a good scene or piece of dialogue but for the most part I felt myself getting bored and reaching for my phone to play Cribbage. I guess what I didn't like most is that it all felt like a big filler episode instead of an action packed character driven story arc.
99861,"Action good Fx and a ""not-completely-absurd"" story. The actors perform well and you can identify them very well with their characters ... but it is all old and without imagination.
I suppose nobody was expecting anything else though ..."
99861,"This is another one of those movies that you watch primarily for the special effects with you favourite super heroes slugging it out. It is a classical Hollywood product where the story is mostly there just as a vehicle for allowing the special effects team to do their business. As such it is a success.
The movie starts of with a display of action and the afore mentioned special effects with an attack by the Avengers on a bad guy stronghold. Not surprisingly the events sows the seeds for things to come.
The movie starts off with quite an interesting story idea with the activation of Ultro... read the rest."
99861,"A long form review originally posted in 2015:
I’ve just returned from two back-to-back viewings of Avengers: Age of Ultron and I do not regret one bit going in for that second helping.
I lost my steam on the Age of Ultron wagon at a very inopportune moment. About three days before it came out. I was so heavily anticipating it for such a long time that I was actually much more excited to see this movie when it was still two months away than I was waiting in line to get into the cinema it was playing at. The combination of the market-saturation and the fact that the _Ultron _hype-... read the rest."
99861,"The fact that Joss Whedon was able to salvage some sort of coherent film out of all he was forced to cram into a single movie is quite commendable. But the sad fact is that Avengers: Age of Ultron is really just a run of the mill ""bad guy wants to destroy the world for reasons"" actioner that we've seen done better many times before.
Don't get me wrong. The movie's fun. The dialogue is frequently clever and humourous. And I really appreciated the quiet bits of storytelling that Whedon was able to sneak in. It's just that at the end of the day the villain is weak sauce there's way too much s... read the rest."
99861,Movie was great but felt like there was just too much action and fighting. The creativity of the choreography gets lost in the whirlwind of action and this I noticed most in Captain America's scenes. He does like a hundred different awesome things with his shield but you don't have time to really take it in because you're already looking at Iron Man blasting 20 Ultron-bots to bits.
99861,This is the movie where Captain America became my favorite Avenger. Sure he doesn't have monstrous abilities like Iron Man and Hulk but to be holding his own on the same ground as them is just a testament to how great of a hero he truly is.
99861,It has become a well-known fact that coming out with a sequel that's better than if not on par with the first one is an insane task. But kudos to Marvel for staying true to their colors with this sequel.
99861,I expected more from Quicksilver. He would've been a great addition to the Avengers.
99861,The thing that puzzles me is that in this film Vision is presented to be a powerful hero having the mind stone and all. But on the next films he's become more of like a side character that just wasn't relevant anymore except for that little piece of stone on his forehead. Shame.
767,"Hormones over excitement as part six is merely an appetiser to the double billed closure to come.
Death Eaters are running amok as Dumbledore has an important task for Harry and Voldermort has one for Draco; all set to the backdrop of raging adolescent hormones. While Harry also acquires a rather helpful book written by the mysterious Half-Blood Prince.
Potter 6 is not as dark as the pre-release chattings suggested it would be. Yes there's the usual dark moments including a shattering turn of events that sets it up nicely for the finale but this instalment is mostly fun gentle and even... read the rest."
767,"The seventh installment the appetiser.
As the ultimate wizarding battle between good and evil draws ever closer Harry Hermione and Ron bunk off from Hogwarts to go search for the ""Horcruxes"" with which to halt the ever stronger Voldermort and his army on the way they learn the importance of the Deathly Hallows artifacts.
So this is the one that sees the comfort confines of Hogwarts left behind as our intrepid trio of best pals hit the mountains and forests in search of the tools to stop old snake face in his tracks. In what is ultimately a chase/escape movie one where the characters... read the rest."
767,"Has the quality direction of Order of the Phoenix but manages to separate itself from that movie by having a script that isn't shit.
Final rating:★★★ - I liked it. Would personally recommend you give it a go."
767,"Harry Potter and the Half-Blood Prince may be the most mature film of the franchise with fantastic character development but at the cost of action and a somewhat slow pace.
The beginning of the film suffers from what a lot of these films do where the audience is taken from location to location without any explanation as to why. It is difficult to follow at times but it's a sacrifice that unfortunately has to be made when adapting a long novel into a feature-length film. Despite this film being the slowest of the series it does a tremendous amount of leg work setting up the epic conclusio... read the rest."
767,"David Yates now really begins to take these stories to a new potently darker level as ""Harry"" (Daniel Radcliffe) comes into possession of a book - formerly the property of the eponymous Prince. His skills increase exponentially and he soon begins to question whether he himself might be closer to the evil lord ""Voldemort"" than he had ever thought. The three principals are very much on the same wavelength now; the supporting cast likewise and there is even a little late hormonal activity as the awkwardness of teenage years (remember?) starts to feature too. This film also sees the arrival of J... read the rest."
209112,One would think that the ultimate showdown between two of the most iconic super-heroes would make for some downright compelling action-oriented exploits against a landscape of angst and destruction. Plus it certainly did not hurt that exhilarating filmmaker Zack Snyder (‘300’) was at the helm in bringing together the colorfully and concocted confrontation between The Caped Crusader and The Man of Steel. Also it should have been an effortless task to bring together Batman v Superman: Dawn Of Justice leading men Ben Affleck and Henry Cahill since they had prior experiences donning heroic at... read the rest.
209112,A bit slow but overall good. There are many sub plots in the movie that could've been made into independent movies of their own.
209112,"Awesome moview. Best Action sequence.
Slow in the first half"
209112,"I still have faith in the DCU but this movie had problems. Watch my full review here.
http://www.hweird1reviews.com/allreviews/bvsreview"
209112,"Know your enemy's weakness before challenging to a fight!
It is known that critics have no brain. It is the best Superman film as Henry Cavill in the red and blue suit. Yep I know it is always DC versus Marvel so it is then DC's reply to the 'Avengers'. I don't care their rivalries as a film fanatic I enjoy good films and I found it was so good. But I was a bit worried after the Superman was shown in a dark shade in the trailer especially after Batwan was overly stylised by Nolan I thought the black suit would take over. After watching the film I was relieved and happy that Batman wa... read the rest."
209112,"As I write this review I have just had a thoroughly disappointing movie experience and it so just happens that I have some strong feelings about the source material for this movie so be prepared for a bit of ranting and a few more “adult” words than usual.
I have to say that I bought this movie only because I felt I wanted it in my collection just for it to be complete. I was really expecting to be shall we say not impressed. A movie about Batman and Superman heroes that I grew up with fighting is not my kind of movie.
In the end I realized that my expectations of crappines was not en... read the rest."
209112,"Very short synopsis : Batman has been hit hard by the events of Man of Steel : a ""god"" descends on earth is confronted by another god and they fight killing thousands of humans. He learns about a rock coming from his birth planet that can weaken or kill him. It's the property of Lex Luthor who could target Superman too but with evil purpose.
So I won't go deeper in the story. This movie unlike most other superhero movie is targeting adults. I don't mean 18 or 21 year old I mean mature beings that have endured bad things in life and have taken the time to see the goods and bads of hu... read the rest."
209112,"I don't understand the hate people had with this film. I thought it was brilliant. Sure I had my doubts of Gal Gadot as Wonder Woman but halfway through the end those doubts were put to rest. And Ben Affleck was amazing as the latest incarnation of Batman. It was a long time since the actor did a superhero movie (Daredevil). My only critique was Jesse Eisenberg's portrayal as Lex Luthor - really cringing for me. Didn't do justice for the character (no pun intended)! Michael Fassbender would've been a more suitable role.
Anyway this film...it was a Zack Snyder masterpiece."
209112,"Zack Snyder creates an entire DC universe in one film filled with gritty new takes on familiar characters and brutal action.
I know this is a polarizing thing to say but I loved this movie! I think Zack Snyder crushed it with the incredible production design off-the-charts casting and gritty take on a lost and weary Batman. The casting for this movie is a master stroke of brilliance. Ben Affleck’s Batman is jaded and bitter taking his rage and loss out on the criminal element of Gotham. His hulking physique emphasizes Batman’s imposing strength over his gadgets when in combat. Zack S... read the rest."
209112,"Watch the Ultimate Edition!
The first of several DC movies to suffer from WB forcing a mediocre cut of a great film. Before the Snyder Cut there was the Ultimate Edition Snyder's vision is better presented here in a longer darker and more sensible cut of this film."
1452,"The Passion of the Christ I mean Superman
Superman returns to Earth after five years trying to find out what happened to his homeworld. As Clark Kent he gets his job back at the Daily Planet newspaper but finds out Lois Lane has moved on without him -- having a live-in fiancé and a five-year-old child not to mention winning a Pulitzer for her article ""Why the World Doesn't Need Superman."" Meanwhile Lex Luthor and his henchmen discover Superman's Fortress of Solitude and steal some of the alien crystals. Luthor's mad scheme is to create a new continent killing billions of people in... read the rest."
1452,"The light to show the way.
After a five year hiatus Superman returns to Earth to find that Lois Lane is now a soon to be married mother but some things don't change loony Lex Luthor is loose and his latest plan will kill billions of people.
I first reviewed Superman Returns some two years after its initial release I had first caught it on release back in 2006 and was really taken with Bryan Singer's approach to a subject he clearly loves. I was awash with nostalgic fervour back then and the moment the theme tune kicked in (great move by Singer to use the John Williams original) I was... read the rest."
10764,"It's a shame that they did this to the Bond films
It's upsetting for Bond fans that Eon productions ran away from the lively fun formula that sustained the franchise for 40 years. What does it leave us with? Well - this type of Bond film unfortunately. Staggeringly bland and uninteresting. If we removed the name Bond from the film we would have no idea that we were watching a Bond movie.
It is depressing that they flushed 40 years of fun Bond films down the toilet to satiate people who dislike classic Bond adventures. They reached for a wider audience by going all generic action fi... read the rest."
10764,"Quantum of Solace had to follow Casino Royale which rebooted the Bond franchise with critics as well as with some of the public with a youthful angry Bond.
Quantum of Solace starts 20 minutes after the events of Casino Royale with a fast edited but choppy car chase sequence. This is the first hint that Bond is following the Bourne films as co-editor Richard Pearson previously edited one of the Bourne films. This also highlights director's Marc Forster inexperience in making action films as many of the action sequences are hard to follow because of the way it has been edited.
The film was... read the rest."
10764,"If we refused to do business with villains we'd have almost no one to trade with!
Quantum of Solace is directed by Marc Forster and written by Paul Haggis Neil Purvis and Robert Wade suggested from the stories written by Ian Fleming. It stars Daniel Craig Olga Kurylenko Mathieu Amalric Judi Dench Giancarlo Giannini Gemma Arteton & Jeffrey Wright. It is the 22nd film of the James Bond series.
Following on straight from Casino Royale we find James Bond thirsting for revenge on those he believes responsible for Vesper Lynd's death.
Is Quantum Of Solace a great action film? Yes it... read the rest."
10764,"Probably liked this a bit more than the last time I saw this ('08 or '09) but still a sizable step down from Casino Royale although I do appreciate that this is a direct sequel (whereas it seems most Bond movies are standalone). The plot isn't the best nor is the villain albeit Mathieu Amalric does have the creep-factor going for him. The action sequences are good but not enough quieter moments.
Plus the (kind of) twist at the end regarding Vesper really cheapened that character having her being duped like that seems out of character given how perceptive she was with Bond.
In any cas... read the rest."
10764,"Decent Bond flick marred by ridiculous quick-editing
Bond seeks justice for the death of his woman in the previous film as well as those responsible for an assassination attempt on M (Judi Dench). The trail leads from mountainous northern Italy to the rooftops of Siena Italy to London to Haiti and finally to the secluded desert of Bolivia and Dominic Greene (Mathieu Amalric) a world-renowned developer of green technology. Greene is intent on securing a barren area of Bolivia in exchange for assisting General Medrano stage a coup there (Joaquín Cosio). Since the CIA looks the other w... read the rest."
10764,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/quantum-of-solace-spoiler-free-review
""Quantum of Solace is one of the biggest disappointments of the respective decade holding a titanic drop in quality compared to its predecessor. Daniel Craig's dedicated performance isn't enough to save an over-violent James Bond flick packed with terribly handled action sequences - shaky cam and quick cuts may be the worst technical combo in cinema - and an uninspiring utterly boring narrative. Both the villain and the new Bond girls return to being easily forgettable cliches. Despit... read the rest."
10764,"Whilst there is certainly loads of action in this rather procedural outing for ""James Bond"" (a rather uncharismatic Daniel Craig) there is a real dearth of a substantial story. Picking up from ""Casino Royale"" (2006) this film sees our super-spy capture elusive ""Mr White"" (Jesper Christiansen) only to have him escape in the most treacherous of fashions - putting all in MI6 at risk. Pretty quickly ""007"" is on the trail of the ostensibly benign millionaire ""Greene"" (Mathieu Amalric) and as the escapades gather pace we realise that the industrialist has a cunning plan to manipulate a crime consor... read the rest."
10764,"I'll make it quick. I watched this movie and after some while I realised I had seen this one before.
It's so forgettable you can skip it without loss. Expect disappointment if you do watch it. It's just a run-off-the-mill action flick basically."
10764,"Well I loved the theme song I honestly thought it didn't fit well with the Bond franchise (like the theme of The Living Daylights) but over all I really liked it as a rock song.
And Olga Kurylenko I thought was a great Bond girl plus they brought back Jeffrey Wright as Felix (and it's a reboot so it's OK he has his legs) but it was nice seeing the same person play Felix twice in a row wasn't it?
But Q M and Moneypenny were conspicuously absent weren't they? The plot was pretty convoluted (even for a Craig Era Bond) the action was super choppy because in 08 we were moving into that ch... read the rest."
10764,"High expectations harmed Quantum of Solace's reputation from the get-go but considering this film as the end of Casino Royale allows it to shine.
Many find Quantum of Solace a disappointing entry in the Daniel Craig Bond era but I beg to differ. When viewed as a stand-alone film I can understand frustrations with a meager storyline. But when considered the conclusion of Casino Royale this movie becomes much better. Casino Royale ends with Bond suffering a significant loss and Quantum allows him to take revenge. Bond is still grappling with a broken heart and is less interested in the... read the rest."
58,Part 2 introduces Davy Jones. Jack Sparrow has owed Davy a debt. Now Davy intends to make Jack make good on that debt. One way or another. Really awesome sequel.
58,"I usually think that a good spell of time between an original and a sequel is a good thing. It gives everyone space to refresh the ideas and develop the characterisations. That's pretty much what Gore Verbinsky has done with this superior follow-up to the 2003 story. This time we don't really need to spend much time on the who's who bits so can head straight to the action which for the next 2½ hours follows ""Jack Sparrow"" (Johnny Depp) double-dealing as only he can trying to stay one step ahead of the vengeful ""Davy Jones"" (Bill Nighy) with whom he made a deal that means it's now his turn to... read the rest."
57201,"Wrong Brother.
The early signs were not good tales of production problems galore and early critical notices wading in to kick the film before it had even had a run at the theatres. The Lone Ranger seemed destined to be a blockbuster stinker. Yet in spite of it noticeably alienating original Lone Ranger purists and some Western lovers as well for a rollicking action fun packed time then Gore Verbinski's movie delivers in spades.
It's awash with the serial silliness of adventure films and TV shows of yore pitching good guys against bad guys with buddy buddy shenanigans pulsing a... read the rest."
57201,"If this film would not have been called Lone Ranger and would not have pretended to tell the story the Lone Ranger then I would probably have considered it to be an okay movie. Maybe even a good one. However this was supposed to be a Lone Ranger movie and that it is not!
I put this movie in the same category as the very disappointing Green Hornet movie. It is a typical case of some dumbass Hollywood producer/director taking a known name and thinks he can do what the heck he wants with it. The Lone Ranger is supposed to be the only survivor of a group of rangers a hero as well as intelligent... read the rest."
57201,"(I wrote a very long and comprehensive review about this but I lost it in a browser crash so we'll have to make do with just one paragraph).
Watching The Lone Ranger every now and then I could genuinely see the spark of a good movie trying its darndest to shine through. With a lot of changes (foremost amongst them a change of cast in the two leads) this might have been something special I really can see how it could have been. But that wasn't the movie we got. We got this and it is very disappointing.
_Final rating:★★½ - Had a lot that appealed to me didn’t quite work as a whole.... read the rest."
57201,"It loses its way a bit at around the midway point but all in all 'The Lone Ranger' is a film I found entertainment in.
No doubt helped by much of the people behind 2003's 'Pirates of the Caribbean: The Curse of the Black Pearl' - my favourite film - reuniting for this. From Johnny Depp to Gore Verbinski to Jerry Bruckheimer to Ted Elliott & Terry Rossio. Therefore I was bound to like it.
Depp is enjoyable as is usually the case. There are of course question marks as to whether he's 'right' for the role. He claims he has Native American heritage though you enter a r... read the rest."
