,id,rating
139,1635,3.75
140,1639,3.0
141,1656,3.0
142,1701,4.0
143,1724,3.0
144,1726,3.7
145,1734,4.0
146,1735,2.6666666666666665
147,1771,4.0
148,1792,3.0
149,1813,3.0
150,1824,3.5
151,1844,3.6666666666666665
152,1850,3.6666666666666665
153,1852,2.0
154,1858,4.0
155,1865,3.2
156,1880,4.0
157,1893,2.625
158,1894,3.0
159,1895,3.5714285714285716
160,1903,3.5
161,1907,2.5
162,1911,3.0
163,1924,4.0
164,1927,3.3333333333333335
165,1930,3.75
166,1949,3.5
167,1966,3.0
168,1979,3.5
169,1995,4.0
170,1996,3.5
171,2022,4.0
172,2023,4.0
173,2024,2.0
174,2048,3.3333333333333335
175,2059,3.6
176,2067,3.5
177,2080,2.6
178,2100,4.0
179,2112,3.0
180,2114,2.0
181,2116,3.0
182,2119,3.0
183,2123,5.0
184,2133,4.0
185,2135,4.0
186,2157,3.5
187,2252,2.5
188,2253,3.0
189,2268,3.0
190,2270,4.0
191,2275,3.0
192,2289,3.3333333333333335
193,2300,4.333333333333333
194,2310,3.0
195,2312,4.0
196,2320,4.0
197,2454,3.5
198,2501,4.0
199,2502,4.333333333333333
200,2503,3.3333333333333335
201,2539,1.0
202,2642,3.0
203,2649,5.0
204,2655,3.25
205,2675,3.0
206,2698,3.0
207,2756,2.5
208,2789,3.3333333333333335
209,2898,3.6666666666666665
210,3131,4.0
211,3132,3.0
212,3512,3.3333333333333335
213,3536,3.5
214,3580,2.0
215,3683,4.0
216,4147,3.25
217,4244,4.0
218,4327,2.5
219,4421,1.0
220,4442,3.5
221,4464,3.5
222,4477,2.0
223,4517,2.0
224,4523,4.0
225,4614,2.75
226,4806,3.0
227,4824,3.0
228,4922,4.5
229,4982,3.75
230,5174,2.0
231,5175,2.6666666666666665
232,5255,3.25
233,5491,2.0
234,5551,3.0
235,5559,4.0
236,6068,3.0
237,6171,3.6666666666666665
238,6278,3.5
239,6435,1.0
240,6477,4.0
241,6479,3.6666666666666665
242,6519,1.0
243,6520,2.5
244,6623,2.0
245,6795,4.0
246,6877,3.0
247,6947,4.0
248,6950,3.0
249,6964,3.0
250,6972,2.0
251,7303,3.5
252,7364,2.5
253,7446,4.0
254,7451,4.0
255,7459,2.0
256,7485,2.5
257,7518,2.0
258,7552,4.0
259,7978,3.0
260,7980,2.6666666666666665
261,8077,3.5
262,8078,3.142857142857143
263,8195,3.0
264,8202,3.0
265,8204,3.0
266,8247,3.0
267,8273,5.0
268,8355,4.5
269,8358,3.6666666666666665
270,8367,3.5
271,8373,3.0
272,8413,3.5
273,8427,2.5
274,8452,4.0
275,8487,3.0
276,8488,4.5
277,8489,4.0
278,8536,4.0
279,8584,3.0
280,8587,3.5
281,8619,3.6
282,8656,2.3333333333333335
283,8665,3.5
284,8676,2.5
285,8688,2.5
286,8698,3.5
287,8741,2.4
288,8814,2.3333333333333335
289,8818,2.0
290,8834,3.5
291,8838,3.0
292,8839,3.5
293,8840,4.0
294,8870,2.5
295,8871,4.5
296,8909,2.5
297,8914,3.6
298,8916,3.5
299,8920,3.5
300,8960,2.6666666666666665
301,8961,5.0
302,8963,3.6666666666666665
303,9007,4.0
304,9008,2.5
305,9016,4.5
306,9021,4.0
307,9257,3.0
308,9268,4.0
309,9279,4.5
310,9291,4.0
311,9292,3.0
312,9327,4.0
313,9331,3.0
314,9334,3.5
315,9339,5.0
316,9342,4.0
317,9350,3.6666666666666665
318,9374,3.0
319,9383,3.3333333333333335
320,9387,4.0
321,9390,4.0
322,9408,4.0
323,9422,4.0
324,9433,4.0
325,9440,2.0
326,9444,3.0
327,9447,2.0
328,9471,2.6666666666666665
329,9502,4.0
330,9509,2.5
331,9513,3.0
332,9533,4.0
333,9543,3.5
334,9563,3.5
335,9566,3.0
336,9567,4.0
337,9573,3.5
338,9574,2.0
339,9593,2.0
340,9615,3.0
341,9618,4.0
342,9620,1.0
343,9621,3.0
344,9624,3.0
345,9631,4.0
346,9654,3.5
347,9664,3.0
348,9676,2.5
349,9678,4.0
350,9679,2.6666666666666665
351,9691,2.5
352,9693,4.0
353,9697,4.5
354,9705,4.0
355,9713,3.0
356,9741,3.6666666666666665
357,9767,4.0
358,9772,3.2
359,9798,3.1666666666666665
360,9799,3.4
361,9802,3.75
362,9804,3.0
363,9806,2.6666666666666665
364,9822,3.0
365,9824,2.0
366,9833,4.5
367,9836,3.0
368,9849,2.0
369,9884,2.3333333333333335
370,9890,2.5
371,9919,4.5
372,9922,2.0
373,9923,2.0
374,9928,3.0
375,9946,3.5
376,9947,3.0
377,9955,3.0
378,9969,3.0
379,9982,3.0
380,9986,3.5
381,10003,3.2
382,10040,2.0
383,10061,3.0
384,10067,1.0
385,10137,4.0
386,10138,2.6
387,10140,3.0
388,10153,3.0
389,10159,4.0
390,10191,4.5
391,10192,3.0
392,10193,4.333333333333333
393,10195,3.8
394,10196,5.0
395,10197,3.0
396,10198,3.75
397,10200,2.5
398,10202,4.5
399,10214,1.5
400,10329,2.5
401,10357,3.0
402,10375,3.5
403,10384,2.0
404,10386,3.5
405,10393,4.5
406,10481,3.5
407,10483,4.0
408,10501,3.0
409,10527,4.0
410,10528,3.0
411,10530,3.3333333333333335
412,10533,3.0
413,10545,4.0
414,10567,3.5
415,10586,4.666666666666667
416,10588,3.0
417,10589,4.0
418,10590,3.0
419,10592,3.0
420,10603,4.0
421,10628,4.0
422,10632,3.0
423,10674,3.6666666666666665
424,10681,4.166666666666667
425,10715,5.0
426,10733,3.0
427,10756,3.5
428,10764,2.7
429,10771,2.6666666666666665
430,10865,4.0
431,11015,3.0
432,11086,2.0
433,11170,3.0
434,11228,3.0
435,11253,4.0
436,11322,4.0
437,11324,3.75
438,11358,3.0
439,11371,4.0
440,11375,4.0
441,11412,3.5
442,11451,3.5
443,11517,1.0
444,11535,2.0
445,11544,4.25
446,11618,2.0
447,11631,2.8
448,11665,4.0
449,11678,3.0
450,11688,3.0
451,11692,4.0
452,11817,2.0
453,11863,2.0
454,11866,2.5
455,11892,3.6666666666666665
456,11968,4.0
457,11973,3.5
458,11983,2.0
459,12096,2.5
460,12113,3.0
461,12117,4.0
462,12123,2.5
463,12133,4.0
464,12155,3.3333333333333335
465,12160,3.0
466,12193,3.0
467,12201,3.0
468,13027,3.6666666666666665
469,13053,4.0
470,13183,2.4
471,13448,4.0
472,13475,4.333333333333333
473,13498,4.0
474,13673,4.0
475,13700,4.0
476,13811,3.6666666666666665
477,13922,4.0
478,14160,4.0
479,14161,4.5
480,14199,1.0
481,14462,3.0
482,14836,4.333333333333333
483,14869,2.0
484,16072,2.5
485,16281,4.5
486,16558,2.5
487,16858,5.0
488,16869,4.25
489,16995,3.5
490,17578,4.0
491,17979,3.3333333333333335
492,18162,4.5
493,18360,3.0
494,18487,3.0
495,18501,2.0
496,18823,3.0
497,19899,1.0
498,19959,1.0
499,19995,4.166666666666667
500,20352,5.0
501,20504,3.3333333333333335
502,20526,3.2
503,20662,3.0
504,20829,4.0
505,22538,4.0
506,22794,3.0
507,22803,1.0
508,22832,4.0
509,22954,3.0
510,22972,2.3333333333333335
511,23398,3.0
512,23629,3.25
513,23685,3.0
514,24021,2.0
515,24428,4.3
516,25769,4.0
517,26389,2.5
518,26428,2.0
519,27022,2.6666666666666665
520,27205,4.0
521,27576,3.5
522,27578,3.5
523,29193,5.0
524,32657,3.0
525,33909,3.5
526,35056,3.3333333333333335
527,35791,2.3333333333333335
528,36557,3.2
529,36586,4.0
530,36643,3.2857142857142856
531,36648,3.2857142857142856
532,36657,4.2
533,36658,3.8
534,36668,2.75
535,36669,2.6666666666666665
536,36955,3.3333333333333335
537,37165,3.857142857142857
538,37686,2.8
539,37724,3.6
540,37786,3.0
541,37821,4.5
542,37834,2.3333333333333335
543,37958,1.0
544,38317,3.3333333333333335
545,38319,3.0
546,38321,4.0
547,38356,4.0
548,38365,5.0
549,38757,4.0
550,39254,2.5
551,39514,4.0
552,39538,3.0
553,40805,2.0
554,41154,3.0
555,41216,3.0
556,41513,3.0
557,41733,2.3333333333333335
558,42888,1.0
559,43074,1.9
560,44048,3.0
561,44564,2.0
562,44603,3.3333333333333335
563,44826,4.0
564,44833,2.6666666666666665
565,44896,3.3333333333333335
566,44912,3.0
567,44943,3.6666666666666665
568,45243,4.0
569,46529,3.0
570,47933,2.6666666666666665
571,47964,2.0
572,49013,3.2
573,49017,2.8
574,49026,4.0
575,49040,4.0
576,49047,4.2
577,49049,3.375
578,49051,3.5
579,49444,2.6666666666666665
580,49519,5.0
581,49520,5.0
582,49521,3.5
583,49524,2.5
584,49529,2.8
585,49538,3.6666666666666665
586,49852,3.0
587,50321,4.0
588,50359,2.0
589,50546,4.5
590,50646,3.6666666666666665
591,51052,3.5
592,51497,3.3333333333333335
593,52451,4.0
594,52520,2.5
595,53182,2.8
596,54138,3.0
597,55301,5.0
598,56292,4.0
599,57158,3.8333333333333335
600,57165,2.0
601,57201,2.5714285714285716
602,57212,3.3333333333333335
603,57800,4.0
604,58224,3.0
605,58574,2.5
606,58595,4.666666666666667
607,59108,3.5
608,59961,3.6666666666666665
609,59962,2.0
610,60304,3.75
611,60308,3.2
612,61791,4.0
613,62177,3.25
614,62211,4.0
615,62213,2.8
616,62764,3.0
617,64682,3.5
618,64686,3.0
619,65754,3.0
620,65759,2.6666666666666665
621,68718,3.857142857142857
622,68721,2.9
623,68724,3.25
624,68726,3.625
625,68728,3.25
626,68735,3.2857142857142856
627,68737,3.0
628,69668,3.0
629,70160,3.857142857142857
630,70981,3.142857142857143
631,71552,3.0
632,71676,2.2857142857142856
633,71679,3.3333333333333335
634,71880,3.0
635,72105,2.0
636,72190,3.75
637,72197,4.0
638,72331,3.0
639,72431,2.5
640,72545,4.0
641,72559,3.0
642,72976,4.333333333333333
643,75612,2.857142857142857
644,75656,3.6666666666666665
645,75780,2.75
646,76163,2.0
647,76170,3.2
648,76285,2.5
649,76338,3.4
650,76341,3.7
651,76492,3.0
652,76649,3.0
653,76757,3.0
654,77174,3.0
655,77931,3.0
656,77953,2.0
657,79698,3.0
658,80035,1.0
659,80274,2.5
660,80321,5.0
661,80585,5.0
662,81005,3.5
663,81188,3.75
664,82682,4.0
665,82690,3.5
666,82700,2.5
667,82702,3.0
668,82703,3.0
669,83542,3.3333333333333335
670,86834,3.4
671,87101,2.0
672,87428,1.0
673,87825,4.0
674,87827,4.666666666666667
675,91314,3.0
676,93456,4.0
677,97020,3.0
678,97630,4.0
679,98566,2.6666666666666665
680,99861,3.1
681,100402,3.6
682,101299,3.7142857142857144
683,102382,2.8333333333333335
684,102651,3.875
685,102899,3.6
686,105864,3.0
687,106646,3.0
688,107846,3.6
689,109418,4.0
690,109424,3.8333333333333335
691,109443,3.0
692,109445,3.142857142857143
693,109451,3.3333333333333335
694,109491,3.0
695,116149,4.0
696,116741,5.0
697,116745,3.75
698,117251,2.0
699,117263,2.5
700,118340,4.6
701,119450,4.333333333333333
702,122917,3.5
703,123553,3.0
704,127585,3.5714285714285716
705,131631,3.3333333333333335
706,131634,2.4
707,135397,3.1
708,136400,2.5
709,136797,3.5
710,137094,3.0
711,137106,5.0
712,137113,3.9
713,140300,3.75
714,146216,3.3333333333333335
715,147441,2.5
716,150540,4.3
717,150689,4.25
718,152760,4.0
719,153518,2.5
720,156022,3.75
721,157336,3.4
722,157350,2.1666666666666665
723,157353,2.0
724,158852,4.0
725,159824,4.0
726,166424,2.8
727,168259,3.5
728,170687,3.0
729,172385,2.0
730,175574,4.0
731,177572,4.9
732,177677,3.4
733,181533,3.5
734,184315,3.6666666666666665
735,187017,4.5
736,188207,2.0
737,188927,2.875
738,190859,5.0
739,196867,2.0
740,201088,3.5
741,203801,3.857142857142857
742,205584,2.4
743,205775,3.3333333333333335
744,206647,2.6666666666666665
745,209112,3.2
746,210577,3.8
747,210860,2.0
748,211672,3.25
749,214756,2.5
750,216282,2.0
751,224141,2.0
752,225574,3.0
753,227306,3.0
754,227973,3.5
755,228150,3.5
756,228161,2.5
757,228165,5.0
758,228326,4.0
759,241259,3.3333333333333335
760,241554,3.0
761,246655,2.875
762,253412,4.0
763,254128,2.8
764,256591,4.0
765,257088,2.5
766,257344,3.3333333333333335
767,257445,3.0
768,258489,3.0
769,258509,3.0
770,261023,3.5
771,262500,3.0
772,262504,3.75
773,266647,3.6666666666666665
774,267860,2.0
775,267935,3.0
776,270946,5.0
777,271110,3.7
778,271969,1.75
779,273248,3.0
780,274167,4.0
781,274479,3.6666666666666665
782,274854,3.0
783,278927,3.8333333333333335
784,281957,3.4
785,285923,4.0
786,286217,3.875
787,290595,4.0
788,291805,2.3333333333333335
789,293660,4.1
790,294254,3.0
791,297761,2.2222222222222223
792,300168,4.0
793,300671,2.75
794,300673,3.6666666666666665
795,302699,2.5
796,308531,3.2
797,309809,2.0
798,315011,2.0
799,316152,2.5
800,324668,2.0
801,328111,3.25
802,329833,2.6666666666666665
803,417859,4.0
